size	colour	x	y	showSelectedlegendcolour	clickSelects	showSelected1	PANEL	fill
2.93716876345174	#00C094	2.191	2004	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
2.99822564026764	#00C094	2.086	2005	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.08242300318887	#00C094	1.989	2006	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.18060070558357	#00C094	1.906	2007	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.27874130236922	#00C094	1.839	2008	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.36267013606355	#00C094	1.787	2009	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.42520250872178	#00C094	1.749	2010	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.46552532690708	#00C094	1.721	2011	Middle East & North Africa (all income levels)	United Arab Emirates	United Arab Emirates	1	#00C094
3.45308249305848	#A58AFF	7.7	1960	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.46786303771923	#A58AFF	7.7	1961	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.48323870722225	#A58AFF	7.7	1962	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.49921932842385	#A58AFF	7.7	1963	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.51581876553371	#A58AFF	7.7	1964	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.53304522000188	#A58AFF	7.7	1965	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.55064199492162	#A58AFF	7.7	1966	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.56855367522696	#A58AFF	7.7	1967	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.58718153126003	#A58AFF	7.7	1968	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.60706037874745	#A58AFF	7.7	1969	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.62840021094296	#A58AFF	7.7	1970	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.65102656408937	#A58AFF	7.699	1971	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.67429071421035	#A58AFF	7.697	1972	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.69731014641054	#A58AFF	7.695	1973	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.71898850012335	#A58AFF	7.693	1974	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.7383848947879	#A58AFF	7.692	1975	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.75597688545837	#A58AFF	7.695	1976	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.7715332458602	#A58AFF	7.701	1977	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.7827328600409	#A58AFF	7.711	1978	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.78661813069612	#A58AFF	7.725	1979	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.78143663100164	#A58AFF	7.742	1980	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.76671856777311	#A58AFF	7.763	1981	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.74410948892365	#A58AFF	7.785	1982	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.71676718094765	#A58AFF	7.807	1983	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.68932785655134	#A58AFF	7.829	1984	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.66596282407179	#A58AFF	7.85	1985	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.64656701291498	#A58AFF	7.871	1986	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.63191108403174	#A58AFF	7.893	1987	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.62823174497221	#A58AFF	7.915	1988	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.64311459662319	#A58AFF	7.937	1989	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.68052862623197	#A58AFF	7.96	1990	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.7425573383445	#A58AFF	7.984	1991	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.82365753490572	#A58AFF	8.01	1992	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.91164518219377	#A58AFF	8.034	1993	South Asia	Afghanistan	Afghanistan	1	#A58AFF
3.99250843731459	#A58AFF	8.052	1994	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.05803306148859	#A58AFF	8.058	1995	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.10603599611797	#A58AFF	8.043	1996	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.14043100521488	#A58AFF	8.004	1997	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.16704662341744	#A58AFF	7.939	1998	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.19414279760256	#A58AFF	7.847	1999	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.22730581148	#A58AFF	7.73	2000	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.26765586390777	#A58AFF	7.595	2001	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.31265374678082	#A58AFF	7.447	2002	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.35977281602181	#A58AFF	7.294	2003	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.40542839206049	#A58AFF	7.14	2004	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.44726219286799	#A58AFF	6.989	2005	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.48491535065043	#A58AFF	6.843	2006	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.51949784419248	#A58AFF	6.7	2007	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.55195924886459	#A58AFF	6.559	2008	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.58368805217225	#A58AFF	6.422	2009	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.6156602650049	#A58AFF	6.288	2010	South Asia	Afghanistan	Afghanistan	1	#A58AFF
4.64806770548619	#A58AFF	6.158	2011	South Asia	Afghanistan	Afghanistan	1	#A58AFF
2.11394401325688	#53B400	2	1982	Latin America & Caribbean (all income levels)	Antigua and Barbuda	Antigua and Barbuda	1	#53B400
2.10800765889947	#53B400	1.9	1987	Latin America & Caribbean (all income levels)	Antigua and Barbuda	Antigua and Barbuda	1	#53B400
2.10795184963677	#53B400	1.7	1992	Latin America & Caribbean (all income levels)	Antigua and Barbuda	Antigua and Barbuda	1	#53B400
2.11736424900596	#53B400	1.7	1997	Latin America & Caribbean (all income levels)	Antigua and Barbuda	Antigua and Barbuda	1	#53B400
2.1251162708466	#53B400	1.7	2002	Latin America & Caribbean (all income levels)	Antigua and Barbuda	Antigua and Barbuda	1	#53B400
2.62175786308814	#C49A00	5.951	1960	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.63131889573589	#C49A00	5.891	1961	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.64091557329399	#C49A00	5.808	1962	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.65050018492753	#C49A00	5.704	1963	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.66002231055828	#C49A00	5.586	1964	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.66945113053176	#C49A00	5.458	1965	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.67876265573384	#C49A00	5.329	1966	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.68796918213372	#C49A00	5.202	1967	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.69712068745512	#C49A00	5.083	1968	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.70628671927823	#C49A00	4.972	1969	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.7155154017246	#C49A00	4.872	1970	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.72482412953371	#C49A00	4.778	1971	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.73419705380263	#C49A00	4.688	1972	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.74361019057077	#C49A00	4.598	1973	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.75302746092165	#C49A00	4.507	1974	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.76242689678664	#C49A00	4.417	1975	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.77180102941296	#C49A00	4.33	1976	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.78117021031455	#C49A00	4.247	1977	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.79057440677482	#C49A00	4.17	1978	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.80006646707654	#C49A00	4.099	1979	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.80968066453224	#C49A00	4.037	1980	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.81923573459859	#C49A00	3.985	1981	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.82867889230955	#C49A00	3.942	1982	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.83828771458543	#C49A00	3.904	1983	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.84843068853376	#C49A00	3.865	1984	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.85924404637341	#C49A00	3.816	1985	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.87098777833435	#C49A00	3.747	1986	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.88325670927282	#C49A00	3.65	1987	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.89476976486612	#C49A00	3.527	1988	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.90387948338419	#C49A00	3.38	1989	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.90952543283026	#C49A00	3.219	1990	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.91123075483842	#C49A00	3.058	1991	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.90952225247402	#C49A00	2.91	1992	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.90559423950455	#C49A00	2.784	1993	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.90120320739619	#C49A00	2.683	1994	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.89765093709237	#C49A00	2.604	1995	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.89539038153361	#C49A00	2.54	1996	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.89408023973144	#C49A00	2.478	1997	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.8932898052864	#C49A00	2.409	1998	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.89227528225573	#C49A00	2.33	1999	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.89051850403824	#C49A00	2.241	2000	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.88796172405496	#C49A00	2.142	2001	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.88490410360169	#C49A00	2.04	2002	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.88160035798234	#C49A00	1.941	2003	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.87842455840317	#C49A00	1.847	2004	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.87566691043045	#C49A00	1.764	2005	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.87338505804381	#C49A00	1.692	2006	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.87154069906745	#C49A00	1.635	2007	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.87021016286758	#C49A00	1.59	2008	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.8694587448333	#C49A00	1.558	2009	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.86931428954884	#C49A00	1.536	2010	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.86983266441109	#C49A00	1.523	2011	Europe & Central Asia (all income levels)	Albania	Albania	1	#C49A00
2.66820664409663	#C49A00	4.55	1960	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.68015636371573	#C49A00	4.512	1961	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.69208923000007	#C49A00	4.435	1962	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.70387563392132	#C49A00	4.317	1963	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.71537507279257	#C49A00	4.161	1964	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.72649533521842	#C49A00	3.979	1965	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.73717134468839	#C49A00	3.788	1966	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.74742471834478	#C49A00	3.606	1967	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.75735824543207	#C49A00	3.447	1968	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.76711979783414	#C49A00	3.314	1969	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.77680569960085	#C49A00	3.208	1970	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.78644096816132	#C49A00	3.118	1971	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.79597232749728	#C49A00	3.032	1972	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.80532355175536	#C49A00	2.942	1973	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.81438852487141	#C49A00	2.846	1974	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.82309661075393	#C49A00	2.745	1975	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.83142742167339	#C49A00	2.646	1976	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.83941272347808	#C49A00	2.555	1977	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.84709842758791	#C49A00	2.479	1978	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.85455101053392	#C49A00	2.421	1979	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.86181665838496	#C49A00	2.385	1980	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.86872374183448	#C49A00	2.373	1981	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.87521905812712	#C49A00	2.381	1982	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.88157670647705	#C49A00	2.406	1983	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.88816584251946	#C49A00	2.441	1984	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.89513513113399	#C49A00	2.481	1985	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.90282586480781	#C49A00	2.519	1986	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.91087237409803	#C49A00	2.549	1987	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.91790902591829	#C49A00	2.566	1988	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.92213791883176	#C49A00	2.565	1989	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.92239601945949	#C49A00	2.538	1990	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.91810241679157	#C49A00	2.482	1991	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.90987189255219	#C49A00	2.399	1992	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.89923590914074	#C49A00	2.295	1993	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.88848536200481	#C49A00	2.176	1994	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.87938118885867	#C49A00	2.053	1995	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.87253623373449	#C49A00	1.938	1996	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.86758075603072	#C49A00	1.838	1997	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.86414342519792	#C49A00	1.762	1998	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.86147003937489	#C49A00	1.712	1999	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.85898703490095	#C49A00	1.688	2000	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.85671970212691	#C49A00	1.684	2001	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.85489479557489	#C49A00	1.692	2002	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.85334681344553	#C49A00	1.704	2003	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.8518794964767	#C49A00	1.715	2004	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.85035933344466	#C49A00	1.724	2005	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.84865596082551	#C49A00	1.728	2006	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.8468035715118	#C49A00	1.731	2007	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.84503769435193	#C49A00	1.734	2008	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.84370536120849	#C49A00	1.735	2009	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.84303969172127	#C49A00	1.736	2010	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
2.84312889733924	#C49A00	1.736	2011	Europe & Central Asia (all income levels)	Armenia	Armenia	1	#C49A00
3.09243684406456	#FB61D7	7.316	1960	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.10239809848552	#FB61D7	7.354	1961	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.1125613787205	#FB61D7	7.385	1962	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.12279915617912	#FB61D7	7.41	1963	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.13293793506648	#FB61D7	7.425	1964	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.14288871157574	#FB61D7	7.43	1965	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.15263481452346	#FB61D7	7.422	1966	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.16231765507609	#FB61D7	7.403	1967	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.17220215199624	#FB61D7	7.375	1968	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.18263418483913	#FB61D7	7.339	1969	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.19387311306024	#FB61D7	7.301	1970	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.206039291495	#FB61D7	7.264	1971	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.21912463345135	#FB61D7	7.232	1972	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.23310212554815	#FB61D7	7.208	1973	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.2478970736928	#FB61D7	7.192	1974	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.26347475209652	#FB61D7	7.185	1975	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.27969271684817	#FB61D7	7.186	1976	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.29661078796851	#FB61D7	7.189	1977	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.31460218080457	#FB61D7	7.194	1978	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.33414653154904	#FB61D7	7.197	1979	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.35547109019054	#FB61D7	7.2	1980	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.3788092756362	#FB61D7	7.201	1981	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.40377754959891	#FB61D7	7.203	1982	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.42928354562421	#FB61D7	7.205	1983	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.45393764953261	#FB61D7	7.207	1984	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.47687578176551	#FB61D7	7.208	1985	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.49770486039489	#FB61D7	7.206	1986	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.51692286121265	#FB61D7	7.202	1987	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.53564057175736	#FB61D7	7.194	1988	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.55537668259952	#FB61D7	7.182	1989	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.57713168214895	#FB61D7	7.165	1990	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.60131550642685	#FB61D7	7.144	1991	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.62744788251897	#FB61D7	7.12	1992	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.65457858704797	#FB61D7	7.093	1993	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.68140616287609	#FB61D7	7.063	1994	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.70712371450007	#FB61D7	7.03	1995	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.73144861991717	#FB61D7	6.997	1996	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
3.75491804268317	#FB61D7	6.963	1997	Sub-Saharan Africa (all income levels)	Angola	Angola	1	#FB61D7
